maps_link,place,username,comment,rating,datetime,sentiment,clean_comment
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Heru Trihandoko,Melihat garis pantai dari tempat yg tinggi,4 bintang,sebulan lalu,positive,lihat garis pantai
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Mohammad Mirzalianda,"Kurang bersih,  mushola tidak diurus.",3 bintang,sebulan lalu,neutral,bersih mushola urus
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,must puer,Enak suasana pantainya ..namun msih kurang parawatan...,5 bintang,sebulan lalu,positive,enak suasana pantai msih parawatan
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,lilian permata,"Dari mercusuar kalo mau parkir ke kiri ya, krn itu yg dikelola scr resmi (parkirnya), tpi kalo mau view yg bagus belok kanan ya gaes yg deket mercusuar. Tempatnya lebih bersih dan lebih terawat, pantai ini sepi, cocoknya buat introvert .. kalo mau liat pantai bisa juga dri menara mercusuarnya, berbayar cm g tau brp",4 bintang,2 bulan lalu,positive,mercusuar parkir kiri kelola resmi parkir view bagus belok kanan gaes deket mercusuar bersih awat pantai sepi cocok introvert lihat pantai menara mercusuar bayar
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Donny Ertanto,Tua tapi bagus,4 bintang,2 bulan lalu,positive,bagus
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Faizal Gayuh Purnama,"Bukan soal tempat , namun partner",5 bintang,2 bulan lalu,positive,partner
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Faizal Gayuh,Hehe,5 bintang,2 bulan lalu,positive,
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Ros Sita,salah satu pantai yang ada mercusuarnya di jogja,5 bintang,2 bulan lalu,positive,salah pantai mercusuar jogja
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Nur Sukaryadi,"Pantai selatan yg ada mercusuar nya
HTM 10rb parkir 5rb ya gaes ya",5 bintang,4 bulan lalu,positive,pantai selatan mercusuar parkir gaes
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,nano net,"Gagah banget dari jauh, tinggi banget dr deket",4 bintang,4 bulan lalu,positive,gagah banget banget deket
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,myepye jannah,"Banyak pepohonan
Cukup rindang",5 bintang,4 bulan lalu,positive,pohon rindang
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Google User441,"cooll viewww... setiap lantai ad tempat utk beristirahat sejenak... btuh waktu kurang lebih 5 menit utk smpai puncak... sebelum puncak pastikan bisa memanjat tangga vertikal✨ad htmnya 5000 tapi (mungkin untuk mencegah membludaknya pengunjung)... ksini pas weekend, ad barengan 2 orang juga, tdk trllu ramai, spot bagus utk mlihat sunset",5 bintang,4 bulan lalu,positive,cooll vieww lantai istirahat jenak btuh menit smpai puncak puncak panjat tangga vertikalad htmnya cegah membludaknya unjung ksini weekend bareng orang trllu ramai spot bagus mlihat sunset
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Janti For Hana & Ikram,Seru treking route nya,5 bintang,4 bulan lalu,positive,seru treking route
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,imelda Agis,pantainya indah banget tp banya sampahnya huhuuu🥹 …,4 bintang,4 bulan lalu,positive,pantai indah banget banya sampah huhuu
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,anisa imamah,"Sunset nya keren banget, nggak terlalu rame dan bersih pantai nya",5 bintang,4 bulan lalu,positive,sunset keren banget ramai bersih pantai
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Yuliana Purnamasari,"Apikk nan...
5rb per org..
Bisa minta minum free
Free wifi juga
Bapak yg jaga ramah",5 bintang,5 bulan lalu,positive,apikk minum free free wifi jaga ramah
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Satria Wijaya,Masuk bayar per orang 15ribu. Parkir mobil 10rb,3 bintang,5 bulan lalu,neutral,masuk bayar orang ribu parkir mobil
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Matheus Defianto,Jajak pendapat Cuakep,5 bintang,5 bulan lalu,positive,jajak cuakep
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Normareta,Bagus sih bisa melihat pantai dari atas cuman sayangnya tangganya sudah tidak terlalu kokoh,3 bintang,5 bulan lalu,neutral,bagus lihat pantai cuman sayang tangga kokoh
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Alita Kim (Alifah NS),"Bagus, kecuali banyak sampah berserakan 😭😭😭 …",5 bintang,6 bulan lalu,positive,bagus sampah sera
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,maman rusman,"Pantainya bersih, tapi hati-hati dengan ubur-ubur yang ada ditepian pantainya ya guys, walau sudah entah apakah mati atau tidak, lebih baik aware barangkali masih bisa nyengat. Pemandangannya gak kalah bagus.",5 bintang,6 bulan lalu,positive,pantai bersih hatihati uburubur tepi pantai teman mati aware barangkali nyengat pandang kalah bagus
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Galeh Kholis,"Sebenarnya bukan tempat wisata, tapi bisa buat lihat pemandangan Pantai Goa Cemara dan sekitarnya dari atas. Harga untuk naik ke atas 5rb buat sepuasnya di atas.",5 bintang,6 bulan lalu,positive,wisata lihat pandang pantai cemara harga puas
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Suranto Ranto,Indahnya suasana di sore hari,5 bintang,6 bulan lalu,positive,indah suasana sore
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Sabila Yulismana,Enak untuk menikmati sore di sana. Tapi sayang sekaliiiii sampah nya berserakan...,4 bintang,6 bulan lalu,positive,enak nikmat sore sayang sampah sera
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Hasan R7 YOG,"Baru kemarin kesitu. Biaya masuk kawasan 15rb per 1 orang dewasa. Parkir 5rb motor, 10rb mobil. Jalan nya bagus. Parkiran mobil tersedia. Warung pop mie, cilok, batagor, siomay, ada. Ada petugas penjaga pantai nya. Jangan sering nengah nengah ke pantai nanti dirasani petugas nya karena musti ngawasin orang banyak. Disemprit dari jauh tar 😁. Banyak spot foto buat content creator atau sekedar selfi biasa. Yang paling ikonik mercusuar nya. Masuk bayar 5rb per orang. Tidak disarankan naik mercusuar untuk orang obesitas, phobia ketinggian, kaki gemetar an. Karena tinggi betul, tangga nya makin keatas makin sempit dan langsung ndrojok / loss ke lantai klo dibawah tangga ( tinggi mercusuar 40 meter ). Dan angin nya semakin keatas semakin kencang. Saking kencang nya teriak dari atas pun belum tentu didengar yang dibawah. Pemandangan dari atas mercusuar? Luar biasa. Masukan dan saran hanya perbanyak keranjang sampah. Terima kasih",5 bintang,6 bulan lalu,positive,kemarin kesitu biaya masuk kawasan orang dewasa parkir motor mobil jalan bagus parkir mobil sedia warung cilok batagor siomay tugas jaga pantai nengah nengah pantai rasan tugas mesti ngawasin orang semprit spot foto content creator selfi ikonik mercusuar masuk bayar orang saran mercusuar orang obesitas phobia kaki gemetar tangga sempit langsung ndrojok loss lantai tangga mercusuar meter angin kencang saking kencang teriak dengar pandang mercusuar masuk saran keranjang sampah terima kasih
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Rakhmat Iman santoso,Lingkungan mercusuar bersih. Lahan difungsikan untuk menanam cabai dan lainnya. Tapi sekitar pantai Pandanwangi sangat kotor. Banyak sampah plastik.,3 bintang,7 bulan lalu,neutral,lingkung mercusuar bersih lahan fungsi tanam cabai pantai pandanwangi kotor sampah plastik
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Elis S,Tempat refreshing,5 bintang,7 bulan lalu,positive,refreshing
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,ANGGARA PHSP,"Pantai yg parkirnya tidak terlalu jauh dr pantai, tp sayang akibat gelombang tinggi dan besar banyak pohon cemara yg rusak..",5 bintang,7 bulan lalu,positive,pantai parkir pantai sayang akibat gelombang pohon cemara rusak
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Muhamad Irfan Nurdiansyah,Masuknya bayar 10rb tidak rekom karna tidak ada fasilitas tidak sesuai,2 bintang,7 bulan lalu,negative,masuk bayar rekom fasilitas sesuai
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Habib Pejuangreceh,Bagus,5 bintang,7 bulan lalu,positive,bagus
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Fitri Listiyana,"Cakepp bngtt, untuk naik ke mercusuarnya kena 10k per orang. Tingginya kalau ga salah 40meter. Dalemnya full tangga memutar per potongan sampai atas. Sebelum sampai ke puncaknya, tangga nya lurus vertikal jadi buat yang ga berani agak PR, tapi terbayar liat view yang cakep dari atas mercusuarnya. Ditambah lagi lampu di puncak mercusuarnya bakalan nyala kalau udah gelap karena kata penjaganya menggunakan energi tata surya",5 bintang,8 bulan lalu,positive,cakepp bngtt mercusuar kena orang salah meter dalem full tangga putar potong puncak tangga lurus vertikal berani bayar lihat view cakep mercusuar lampu puncak mercusuar nyala gelap jaga energi tata surya
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,Yohana AN,Masih banyak sampah sayang banget,4 bintang,8 bulan lalu,positive,sampah sayang banget
"https://www.google.com/maps/place/Mercusuar+Pantai+Pandansari/@-7.9984606,110.248598,16z/data=!4m6!3m5!1s0x2e7b019a25dffcb5:0x6647cf4f752674ca!8m2!3d-7.9996279!4d110.252968!16s%2Fg%2F11bwnd47_9?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Mercusuar Pantai Pandansari,destiami komalasari,"Suasana pantainya tenang, tapi agak kotor ya🥲 …",5 bintang,8 bulan lalu,positive,suasana pantai tenang kotor
