maps_link,place,username,comment,rating,datetime,sentiment,clean_comment
"https://www.google.com/maps/place/Kawasan+Ekowisata+Gunung+Api+Purba+Nglanggeran/@-7.8454235,110.5318691,15z/data=!4m15!1m8!3m7!1s0x2e7a4e18dcfe713b:0x760d05fd5684a99c!2sNglanggeran,+Kec.+Patuk,+Kabupaten+Gunung+Kidul,+Daerah+Istimewa+Yogyakarta!3b1!8m2!3d-7.8520902!4d110.5304842!16s%2Fg%2F121_514z!3m5!1s0x2e7a51efde7a9e5f:0x64aa1bf07f3811d8!8m2!3d-7.84276!4d110.5379729!16s%2Fg%2F1pzq9f6n6?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Kawasan Ekowisata Gunung Api Purba Nglanggeran,Wahyu Atmo,"Bersih, Asri, dan bersahabat",5 bintang,2 minggu lalu,positive,bersih asri sahabat
"https://www.google.com/maps/place/Kawasan+Ekowisata+Gunung+Api+Purba+Nglanggeran/@-7.8454235,110.5318691,15z/data=!4m15!1m8!3m7!1s0x2e7a4e18dcfe713b:0x760d05fd5684a99c!2sNglanggeran,+Kec.+Patuk,+Kabupaten+Gunung+Kidul,+Daerah+Istimewa+Yogyakarta!3b1!8m2!3d-7.8520902!4d110.5304842!16s%2Fg%2F121_514z!3m5!1s0x2e7a51efde7a9e5f:0x64aa1bf07f3811d8!8m2!3d-7.84276!4d110.5379729!16s%2Fg%2F1pzq9f6n6?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Kawasan Ekowisata Gunung Api Purba Nglanggeran,Sherli Monicawati,"Sangat cocok untuk orang yg ingin mencoba naik gunung karena tracknya ramah untuk pemula.
Karena jalurnya cukup sempit, jadi sistemnya one way alias jalur naik dan jalur turun berbeda.

Cuma 1 jam jalan santai (sambil bikin konten) udah bisa sampai puncak. Dari atas, landscape Jogja cakeeeeeep banget.",5 bintang,3 minggu lalu,positive,cocok orang coba gunung tracknya ramah jalur sempit sistem alias jalur jalur turun beda jalan santai bikin konten puncak landscape jogja cakeep banget
"https://www.google.com/maps/place/Kawasan+Ekowisata+Gunung+Api+Purba+Nglanggeran/@-7.8454235,110.5318691,15z/data=!4m15!1m8!3m7!1s0x2e7a4e18dcfe713b:0x760d05fd5684a99c!2sNglanggeran,+Kec.+Patuk,+Kabupaten+Gunung+Kidul,+Daerah+Istimewa+Yogyakarta!3b1!8m2!3d-7.8520902!4d110.5304842!16s%2Fg%2F121_514z!3m5!1s0x2e7a51efde7a9e5f:0x64aa1bf07f3811d8!8m2!3d-7.84276!4d110.5379729!16s%2Fg%2F1pzq9f6n6?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Kawasan Ekowisata Gunung Api Purba Nglanggeran,Agnes Cana Ayuningtyas,"Tracknya cocok untuk pemula. Serunya pada saat kami mendaki, kebetulan ketemu dengan rombongan monyet lokal. Jadinya ramai. Terus pas sampai di puncak, pemandangannya tidak perlu diragukan lagi. Indah banget 😍",5 bintang,3 minggu lalu,positive,tracknya cocok seru daki ketemu rombong monyet lokal ramai puncak pandang ragu indah banget
"https://www.google.com/maps/place/Kawasan+Ekowisata+Gunung+Api+Purba+Nglanggeran/@-7.8454235,110.5318691,15z/data=!4m15!1m8!3m7!1s0x2e7a4e18dcfe713b:0x760d05fd5684a99c!2sNglanggeran,+Kec.+Patuk,+Kabupaten+Gunung+Kidul,+Daerah+Istimewa+Yogyakarta!3b1!8m2!3d-7.8520902!4d110.5304842!16s%2Fg%2F121_514z!3m5!1s0x2e7a51efde7a9e5f:0x64aa1bf07f3811d8!8m2!3d-7.84276!4d110.5379729!16s%2Fg%2F1pzq9f6n6?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Kawasan Ekowisata Gunung Api Purba Nglanggeran,nur azizah,Udah 3 kali kesini. Terakhir sama si bocil. Viewnya oke bet deh,5 bintang,3 minggu lalu,positive,kali kesini bocil viewnya banget
"https://www.google.com/maps/place/Kawasan+Ekowisata+Gunung+Api+Purba+Nglanggeran/@-7.8454235,110.5318691,15z/data=!4m15!1m8!3m7!1s0x2e7a4e18dcfe713b:0x760d05fd5684a99c!2sNglanggeran,+Kec.+Patuk,+Kabupaten+Gunung+Kidul,+Daerah+Istimewa+Yogyakarta!3b1!8m2!3d-7.8520902!4d110.5304842!16s%2Fg%2F121_514z!3m5!1s0x2e7a51efde7a9e5f:0x64aa1bf07f3811d8!8m2!3d-7.84276!4d110.5379729!16s%2Fg%2F1pzq9f6n6?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Kawasan Ekowisata Gunung Api Purba Nglanggeran,Eka Pujanti,Tempatnya bagus apalagi kalau pas sore,5 bintang,3 minggu lalu,positive,bagus sore
"https://www.google.com/maps/place/Kawasan+Ekowisata+Gunung+Api+Purba+Nglanggeran/@-7.8454235,110.5318691,15z/data=!4m15!1m8!3m7!1s0x2e7a4e18dcfe713b:0x760d05fd5684a99c!2sNglanggeran,+Kec.+Patuk,+Kabupaten+Gunung+Kidul,+Daerah+Istimewa+Yogyakarta!3b1!8m2!3d-7.8520902!4d110.5304842!16s%2Fg%2F121_514z!3m5!1s0x2e7a51efde7a9e5f:0x64aa1bf07f3811d8!8m2!3d-7.84276!4d110.5379729!16s%2Fg%2F1pzq9f6n6?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Kawasan Ekowisata Gunung Api Purba Nglanggeran,fajar adi,Indah,5 bintang,4 minggu lalu,positive,indah
"https://www.google.com/maps/place/Kawasan+Ekowisata+Gunung+Api+Purba+Nglanggeran/@-7.8454235,110.5318691,15z/data=!4m15!1m8!3m7!1s0x2e7a4e18dcfe713b:0x760d05fd5684a99c!2sNglanggeran,+Kec.+Patuk,+Kabupaten+Gunung+Kidul,+Daerah+Istimewa+Yogyakarta!3b1!8m2!3d-7.8520902!4d110.5304842!16s%2Fg%2F121_514z!3m5!1s0x2e7a51efde7a9e5f:0x64aa1bf07f3811d8!8m2!3d-7.84276!4d110.5379729!16s%2Fg%2F1pzq9f6n6?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Kawasan Ekowisata Gunung Api Purba Nglanggeran,mila fatma,"HTM 15k/orang
untuk parkir aman karena dekat dengan loket, toilet juga tersedia, bersih pula. Untuk tracking sampai puncak kurang lebih 1 jam, dari review jarak menuju puncak kurleb 700 mdpl. Alhamdulillah tidak ramai karena weekday, jadi bebas swafoto dan menikmati suasana alam.
Terdapat gazebo di setiap pos bisa untuk istirahat, ada tangga bantu serta tali tambang untuk mempermudah tracking bebatuan terjal. Sepatu wajib yaa untuk safety 😉 ada camp ground juga deket puncak, sampahh bawa turun apa pun ituu!
Seruu poll sekalian kagum ada gunung purba sebagus ini di Gunungkidul🥹, makasih tour guidenya akuu😘",5 bintang,4 minggu lalu,positive,korang parkir aman loket toilet sedia bersih tracking puncak review jarak tuju puncak kurleb mdpl alhamdulillah ramai weekday bebas swafoto nikmat suasana alam gazebo istirahat tangga bantu tali tambang mudah tracking bebatuan terjal sepatu wajib safety camp ground deket puncak sampahh bawa turun ituu seruu poll kagum gunung purba bagus gunungkidul terima kasih tour guidenya akuu
"https://www.google.com/maps/place/Kawasan+Ekowisata+Gunung+Api+Purba+Nglanggeran/@-7.8454235,110.5318691,15z/data=!4m15!1m8!3m7!1s0x2e7a4e18dcfe713b:0x760d05fd5684a99c!2sNglanggeran,+Kec.+Patuk,+Kabupaten+Gunung+Kidul,+Daerah+Istimewa+Yogyakarta!3b1!8m2!3d-7.8520902!4d110.5304842!16s%2Fg%2F121_514z!3m5!1s0x2e7a51efde7a9e5f:0x64aa1bf07f3811d8!8m2!3d-7.84276!4d110.5379729!16s%2Fg%2F1pzq9f6n6?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Kawasan Ekowisata Gunung Api Purba Nglanggeran,Ina Ruslinah,Harga terjangkau & I spent a day with my lovely one... Terima kasih,5 bintang,4 minggu lalu,positive,harga jangkau spent lovely terima kasih
"https://www.google.com/maps/place/Kawasan+Ekowisata+Gunung+Api+Purba+Nglanggeran/@-7.8454235,110.5318691,15z/data=!4m15!1m8!3m7!1s0x2e7a4e18dcfe713b:0x760d05fd5684a99c!2sNglanggeran,+Kec.+Patuk,+Kabupaten+Gunung+Kidul,+Daerah+Istimewa+Yogyakarta!3b1!8m2!3d-7.8520902!4d110.5304842!16s%2Fg%2F121_514z!3m5!1s0x2e7a51efde7a9e5f:0x64aa1bf07f3811d8!8m2!3d-7.84276!4d110.5379729!16s%2Fg%2F1pzq9f6n6?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Kawasan Ekowisata Gunung Api Purba Nglanggeran,Taufik Emha,"Kemarin gue tracking ke Gunung Api Purba Nglanggeran pas hujan-hujan, dan asli sih, pengalaman yang beda banget! Begitu mulai naik, udara udah dingin, terus kabut tebel mulai turun. Jadi, bukannya dapet view yang epic, gue malah dapet vibes horor-horor mistis gitu, hahaha!

Track-nya makin licin, jadi harus ekstra hati-hati, apalagi gue pake sepatu yang udah agak botak solnya. Tapi di situ serunya, adrenalin berasa banget, kayak lagi main di film survival.

Pas sampai puncak? Ya udah, kabut di mana-mana, nggak ada view. Tapi ada feel yang tenang banget, kayak lo bener-bener di dunia lain, sendirian sama alam. Suara hujan, angin, sama bau tanah basah tuh bikin zen mode aktif.

Tips buat lo yang mau tracking pas musim hujan: bawa jas hujan atau ponco, sepatu anti-slip wajib hukumnya, dan jangan lupa bawa baju ganti. Walaupun nggak dapet sunrise atau view kece, tapi tetap dapet pengalaman yang nggak akan lo lupain.

Hujan atau nggak, tracking di Nglanggeran tuh tetep bikin puas hati, apalagi buat yang nyari ketenangan di tengah alam. Tapi ya siap-siap, ini lebih ke vibes and feel, bukan buat foto-foto Instagramable!",5 bintang,sebulan lalu,positive,kemarin tracking gunung purba nglanggeran hujanhujan asli alam beda banget udara dingin kabut tebel turun view epic vibes hororhoror mistis gitu hahaha tracknya licin ekstra hatihati pakai sepatu botak situ seru adrenalin banget kayak main film survival puncak kabut manamana view feel tenang banget kayak benerbener dunia alam suara hujan angin tanah basah bikin mode aktif tips tracking musim hujan bawa hujan ponco sepatu antislip wajib hukum lupa bawa baju ganti sunrise view kece alam lupain hujan tracking nglanggeran tetep bikin puas hati cari tenang alam siapsiap vibes feel fotofoto instagramable
"https://www.google.com/maps/place/Kawasan+Ekowisata+Gunung+Api+Purba+Nglanggeran/@-7.8454235,110.5318691,15z/data=!4m15!1m8!3m7!1s0x2e7a4e18dcfe713b:0x760d05fd5684a99c!2sNglanggeran,+Kec.+Patuk,+Kabupaten+Gunung+Kidul,+Daerah+Istimewa+Yogyakarta!3b1!8m2!3d-7.8520902!4d110.5304842!16s%2Fg%2F121_514z!3m5!1s0x2e7a51efde7a9e5f:0x64aa1bf07f3811d8!8m2!3d-7.84276!4d110.5379729!16s%2Fg%2F1pzq9f6n6?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Kawasan Ekowisata Gunung Api Purba Nglanggeran,Dera Apriasti fitriany,Jozz,5 bintang,sebulan lalu,positive,jozz
"https://www.google.com/maps/place/Kawasan+Ekowisata+Gunung+Api+Purba+Nglanggeran/@-7.8454235,110.5318691,15z/data=!4m15!1m8!3m7!1s0x2e7a4e18dcfe713b:0x760d05fd5684a99c!2sNglanggeran,+Kec.+Patuk,+Kabupaten+Gunung+Kidul,+Daerah+Istimewa+Yogyakarta!3b1!8m2!3d-7.8520902!4d110.5304842!16s%2Fg%2F121_514z!3m5!1s0x2e7a51efde7a9e5f:0x64aa1bf07f3811d8!8m2!3d-7.84276!4d110.5379729!16s%2Fg%2F1pzq9f6n6?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Kawasan Ekowisata Gunung Api Purba Nglanggeran,Tri Haryo,"Warung dg nuansa sawah yg hijau , menu lengkap , harga standar",5 bintang,sebulan lalu,positive,warung nuansa sawah hijau menu lengkap harga standar
"https://www.google.com/maps/place/Kawasan+Ekowisata+Gunung+Api+Purba+Nglanggeran/@-7.8454235,110.5318691,15z/data=!4m15!1m8!3m7!1s0x2e7a4e18dcfe713b:0x760d05fd5684a99c!2sNglanggeran,+Kec.+Patuk,+Kabupaten+Gunung+Kidul,+Daerah+Istimewa+Yogyakarta!3b1!8m2!3d-7.8520902!4d110.5304842!16s%2Fg%2F121_514z!3m5!1s0x2e7a51efde7a9e5f:0x64aa1bf07f3811d8!8m2!3d-7.84276!4d110.5379729!16s%2Fg%2F1pzq9f6n6?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Kawasan Ekowisata Gunung Api Purba Nglanggeran,Karena Senja,Cocok untuk pendaki pemula. Pemandangan indah untuk ketinggian 750mdpl,5 bintang,sebulan lalu,positive,cocok daki pandang indah mdpl
"https://www.google.com/maps/place/Kawasan+Ekowisata+Gunung+Api+Purba+Nglanggeran/@-7.8454235,110.5318691,15z/data=!4m15!1m8!3m7!1s0x2e7a4e18dcfe713b:0x760d05fd5684a99c!2sNglanggeran,+Kec.+Patuk,+Kabupaten+Gunung+Kidul,+Daerah+Istimewa+Yogyakarta!3b1!8m2!3d-7.8520902!4d110.5304842!16s%2Fg%2F121_514z!3m5!1s0x2e7a51efde7a9e5f:0x64aa1bf07f3811d8!8m2!3d-7.84276!4d110.5379729!16s%2Fg%2F1pzq9f6n6?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Kawasan Ekowisata Gunung Api Purba Nglanggeran,Gbrn Jim,"Yang bilang ini untuk pemula jangan percaya. Treknya penuh tangga dan malah lebih bikin capek daripada trek gunung lainnya. Tapi emang waktu sampek puncak pemandangannya sebagus itu. Ada fosil dino juga. Terus ada jalan yang di tengah batu gede itu cantik banget sih walaupun aku gabisa menikmati karena udah kecapekan. Di puncak nanti kelihatan embung nglanggeran. Kalo ke sini jangan pakek baju tebel karena udaranya sepanas itu. Pakek sepatu gunung karena jalur turunnya nyeremin banget, ada trek yang real cumak batu gede tanpa pijakan. Aku hampir kepeleset dua kali bahkan temen aku jatuh sekali. Bawa minum yang banyak karena tangga emang semelelahkan itu. Tapi kalo kehabisan jangan takut di tengah ada 3 warung kalo ngga salah. Bawa topi or payung karena di puncak panas banget. Di jalur pendakian ngga ada kamar mandi jadi di bawah mending buang air dulu. Jangan bawa tas yang gede, better bawa satu tas aja soalnya kalo banyak bawaan nanti susah lewat trek yang diapit batu itu, karena real itu cumak bisa dilewatin satu tubuh bahkan harus miring jalannya. JANGAN PAKEK SEPATU PUTIH",5 bintang,sebulan lalu,positive,bilang percaya trek penuh tangga bikin capek trek gunung emang sampek puncak pandang bagus fosil dino jalan batu gede cantik banget gabisa nikmat cape puncak lihat embung nglanggeran pakek baju tebel udara panas pakek sepatu gunung jalur turun nyeremin banget trek real cumak batu gede pijak peleset kali teman jatuh bawa minum tangga emang lelah habis takut warung salah bawa topi payung puncak panas banget jalur daki kamar mandi buang bawa gede better bawa bawa susah trek apit batu real cumak dilewatin tubuh miring jalan pakek sepatu putih
"https://www.google.com/maps/place/Kawasan+Ekowisata+Gunung+Api+Purba+Nglanggeran/@-7.8454235,110.5318691,15z/data=!4m15!1m8!3m7!1s0x2e7a4e18dcfe713b:0x760d05fd5684a99c!2sNglanggeran,+Kec.+Patuk,+Kabupaten+Gunung+Kidul,+Daerah+Istimewa+Yogyakarta!3b1!8m2!3d-7.8520902!4d110.5304842!16s%2Fg%2F121_514z!3m5!1s0x2e7a51efde7a9e5f:0x64aa1bf07f3811d8!8m2!3d-7.84276!4d110.5379729!16s%2Fg%2F1pzq9f6n6?entry=ttu&g_ep=EgoyMDI1MDEyOC4wIKXMDSoASAFQAw%3D%3D",Kawasan Ekowisata Gunung Api Purba Nglanggeran,heru sutapa,Suasana sejuk dan teduh,5 bintang,sebulan lalu,positive,suasana sejuk teduh
