maps_link,place,username,comment,rating,datetime,sentiment,clean_comment
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Yanto Gombe'r,Pokoke nyaman,5 bintang,2 tahun lalu,positive,pokoke nyaman
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,akulah pacarmu,syahduuuu,5 bintang,2 tahun lalu,positive,syahduu
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,deff januar,"Viewnya bagus, tanjakannya joss",5 bintang,2 tahun lalu,positive,viewnya bagus tanjak joss
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,rakhmad amin,"View nya keren, untuk fasilitas lainnya perlu di tambah, Seperti toilet dan mushola
Overall mantap tempatnya👌",5 bintang,2 tahun lalu,positive,view keren fasilitas toilet mushola overall mantap
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Agung Sutrisno,Masih original,3 bintang,2 tahun lalu,neutral,original
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,j wolf,"Indrokill Hills adalah sebuah tempat wisata yang terletak diatas bukit, dengan view pemandangan wilayah sekitar, malam hari bisa melihat gemerlap lampu, sambil menikmati minuman anggur dan makanan yang dijual disini. Indrokilo Hills ini terletak di Ngablak, Sitimulyo, Piyungan, Bantul. Dekat dengan Pembuangan sampah Piyungan. Buat yang suka beesepeda bisa dicoba naik trek di jalur ini.",3 bintang,2 tahun lalu,neutral,indrokill hills buah wisata letak bukit view pandang wilayah malam lihat gemerlap lampu nikmat minum anggur makan jual indrokilo hills letak ngablak sitimulyo piyungan bantul buang sampah piyungan suka beesepeda coba trek jalur
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,setyo pambudi,"Mungkin besok klo panggung ato apalah itu namanya jadi bisa jadi lebih bagus,lebih meriah.
Tetep berbenah untuk jadi spot yg menarik.
Entah buat goweser ato para pencari spot foto.
Walo naiknya rada syahdu klo bisa ditambah lagi lampu penerangan jalan untuk kesananya.
Cz aq sendiri suka foto malam jadi lebih sering malam hari mainnya.
Catatan : foto tanpa editan biar enggak jauh dari  ekpetasi yg agenda mau kesana",3 bintang,2 tahun lalu,neutral,besok panggung nama baguslebih riah tetep benah spot tarik goweser cari spot foto walo rada syahdu lampu terang jalan kesana suka foto malam malam main catat foto edit biar ekpetasi agenda kesana
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Bambang Kunardi,Cukup nyaman...bersih Viewnya ..dari sgl Penjura..i dah.Woookkeyyy..💕👍👍🙏 …,4 bintang,2 tahun lalu,positive,nyamanbersih viewnya jurai dahwookkeyy
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Iswan Sujarwa,"Tanjakannya menantang untuk goweser, untuk turunnya harus ekstra hati-hati. View di atas bagus bisa melihat hamparan sawah...",5 bintang,2 tahun lalu,positive,tanjak tantang goweser turun ekstra hatihati view bagus lihat hampar sawah
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Paimo F1Z R,Senternya terang,4 bintang,2 tahun lalu,positive,senter terang
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Shadow Goweser,Tanjakan yg menantang,4 bintang,2 tahun lalu,positive,tanjak tantang
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,RA Atika Diah S,"Tahap pengembangan desa wisata, tanjakan masuknya mantap jadi harus berhati hati, pemandangan dari atas indah",4 bintang,2 tahun lalu,positive,tahap kembang desa wisata tanjak masuk mantap hati hati pandang indah
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,topik dayat,Tanjakan istimewa.,5 bintang,2 tahun lalu,positive,tanjak istimewa
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Rifai Wahyu,Bisa jadi refrensi untuk menghilangkan penat di pagi maupun sore menjelang malam,5 bintang,3 tahun lalu,positive,refrensi hilang penat pagi sore jelang malam
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Agus Subali,"Jauh-jauh dari Magelang hanya untuk menjajal tanjakan Indrokilo yang lagi viral, ternyata tanjakannya lumayan bikin mletre..",5 bintang,3 tahun lalu,positive,jauhjauh magelang jajal tanjak indrokilo viral nyata tanjak lumayan bikin mletre
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Joem Maekeer,Kalau buat yg suka goes untuk test kekuatan otot dan nafas jos pokokke,4 bintang,3 tahun lalu,positive,suka goes test kuat otot nafas pokokke
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Mh Guntara,"View bagus, sedang dalam pembenahan..",4 bintang,3 tahun lalu,positive,view bagus benah
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Dokter Teknik,View nya josss,5 bintang,3 tahun lalu,positive,view joss
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,halfadya Jumidal,"Pemandangan alam yang masih natural,dapat dilihat persawahan hijau yg sejuk",5 bintang,3 tahun lalu,positive,pandang alam naturaldapat lihat sawah hijau sejuk
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Budi Jaya,Mannteep,5 bintang,3 tahun lalu,positive,mannteep
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Salsaa Billa,"Pertama kali datang pas malam tahun baru, tadinya mau ke Sosok, cuma sosok tutup sementara. Akhirnya nemu indrokilo hills. View sama bagus kyk sosok.. jalanya lumayan nanjak.. cuma sepi pengunjung. Kebanyakan yang datang warga sekitar. Pas kesana kayaknya lagi ada acara nobar (Mungkin) jadi banyak warga sekitar dan tibatiba hujan lebat. Ga ada tempat berteduh. Cuma ada tenda yg sudah tersedia buat nobar itu. Mungkin kedepanya klo dikelelola lagi akan lebih menarik dan bagus",4 bintang,3 tahun lalu,positive,kali malam sosok sosok tutup nemu indrokilo hills view bagus sosok jala lumayan nanjak sepi unjung warga kesana kayak acara nonton bareng warga tibatiba hujan lebat teduh tenda sedia nonton bareng depa dikelelola tarik bagus
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Muklas Aji Setiawan,Hanya bagi anda yang memiliki apha kuat dan pamcalan yang kuat tuk bisa ngajak di tanjakan Pahit Indrokilo,5 bintang,3 tahun lalu,positive,milik apha kuat pamcalan kuat ngajak tanjak pahit indrokilo
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Hari “Love Jogja and You” Hcs,top genjot sepeda ter berat,5 bintang,3 tahun lalu,positive,genjot sepeda berat
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Anang Hari Bawanu,Jalur alternatif untuk goweser yg hobi nanjak,5 bintang,3 tahun lalu,positive,jalur alternatif goweser hobi nanjak
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Wahyu AB,Tahap pengembangan tp terlihat terawat  dan terus ada progres,5 bintang,3 tahun lalu,positive,tahap kembang lihat awat progres
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Sha Likin,Joosss...🚴‍♂️🚴‍♂️ …,4 bintang,3 tahun lalu,positive,jooss
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,agus san,"Tanjakanya biasa biasa saja

Klo pake motor 😃 …",4 bintang,3 tahun lalu,positive,tanjakanya pakai motor
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Bayu Akmal Ghani,Terserah mantululnya,5 bintang,3 tahun lalu,positive,serah mantululnya
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Ahmad Jimmy,Tanjakan yg mantab..kalau gak hati2 bisa jatuh...sangat menantang bagi goweser pecinta tanjakan...tempat lagi dalam perkembangan dalm thp membangun,5 bintang,3 tahun lalu,positive,tanjak mantabkalau hati jatuhsangat tantang goweser cinta tanjakantempat kembang dalm bangun
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Febri Fauzie,Pendakiannya 🐲 sungguh mengesankan …,5 bintang,3 tahun lalu,positive,daki sungguh kesan
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,mBah Sarwono,Bagi pesepeda yg maniak Uphill Indrokilo adalah surga.,5 bintang,3 tahun lalu,positive,sepeda maniak uphill indrokilo surga
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Janu Haryanto,"walaupun dibilang masih baru, tp sudah cukup untuk tempat rekreasi keluarga berbasis alam 👍👍👍 …",5 bintang,3 tahun lalu,positive,bilang rekreasi keluarga alam
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,DJ Ghaeboe,Tanjakan yang super extrem....,2 bintang,3 tahun lalu,negative,tanjak super extrem
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Malikush,"Viewnya cukup bagus. Jalurnya surga buat goweser pecinta tanjakan.
Pesan saya cuma 1, turunnya hati2 🤭 …",4 bintang,3 tahun lalu,positive,viewnya bagus jalur surga goweser cinta tanjak pesan turun hati
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,NUR ARIFIN,Destinasi baru di wilayah Bantul... Sejuk... Tenang...,4 bintang,3 tahun lalu,positive,destinasi wilayah bantul sejuk tenang
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,dewi erna,Mantap tanjakan nya bikin terkewer2 perlu dicoba.. penasaran kan..,5 bintang,3 tahun lalu,positive,mantap tanjak bikin kewer coba penasaran
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Abi Faishol,Tanjakan mantap pastikan ban anda cocok untuk turunnya.,4 bintang,3 tahun lalu,positive,tanjak mantap cocok turun
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,SARYANTA,"Tanjakane cukup syahdu buat goweser, cornya masih baru",4 bintang,3 tahun lalu,positive,tanjakane syahdu goweser
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,hasyim marjum,Semoga kedepannya makin rame,5 bintang,3 tahun lalu,positive,moga ramai
"https://www.google.com/maps/place/INDROKILO+HILLS/@-7.8617029,110.4274832,17z/data=!3m1!4b1!4m6!3m5!1s0x2e7a51771f18b111:0x73b9ca9d24629bfd!8m2!3d-7.8617029!4d110.4274832!16s%2Fg%2F11p74skl1j?entry=ttu&g_ep=EgoyMDI1MDEyNi4wIKXMDSoASAFQAw==",INDROKILO HILLS,Zee art,Motor kita mau ke PO,5 bintang,3 tahun lalu,positive,motor
